kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
115/atomic_addr_clean-1_115_0_tvmbin,kernel AI core task,4,5037,"""1.29""","""1624688157354674494""","""1624688157354675784"""
115/BNTrainingReduce_tvmbin,kernel AI core task,4,5038,"""42.56""","""1624688157354675974""","""1624688157354718534"""
116/BNTrainingUpdate_tvmbin,kernel AI core task,4,5039,"""57.62""","""1624688157354718644""","""1624688157354776264"""
117/Relu_tvmbin,kernel AI core task,4,5040,"""28.93""","""1624688157354776374""","""1624688157354805304"""
N/A,memory copy task,4,5041,"""0.94""","""1624688157354805414""","""1624688157354806354"""
122/trans_TransposeD_119_tvmbin,kernel AI core task,4,5042,"""4.35""","""1624688157354806464""","""1624688157354810814"""
122/trans_TransData_120_tvmbin,kernel AI core task,4,5043,"""4.36""","""1624688157354810934""","""1624688157354815294"""
122/DepthwiseConv2D_tvmbin,kernel AI core task,4,5044,"""1378.68""","""1624688157354815404""","""1624688157356194084"""
119/Conv2D_tvmbin,kernel AI core task,4,5045,"""33.26""","""1624688157356194194""","""1624688157356227454"""
N/A,event record task,4,5047,"""0.01""","""1624688157356263934""","""1624688157356263944"""
59/PtAdd_tvmbin,kernel AI core task,4,5048,"""1.52""","""1624688157356264454""","""1624688157356265974"""
115/atomic_addr_clean-1_115_0_tvmbin,kernel AI core task,4,5049,"""1.26""","""1624688157356266094""","""1624688157356267354"""
115/BNTrainingReduce_tvmbin,kernel AI core task,4,5050,"""43.23""","""1624688157356267464""","""1624688157356310694"""
116/BNTrainingUpdate_tvmbin,kernel AI core task,4,5051,"""54.99""","""1624688157356310814""","""1624688157356365804"""
123/Add_tvmbin,kernel AI core task,4,5052,"""42.74""","""1624688157356365924""","""1624688157356408664"""
117/Relu_tvmbin,kernel AI core task,4,5053,"""68.3""","""1624688157356408824""","""1624688157356477124"""
N/A,memory copy task,4,5054,"""1.02""","""1624688157356477274""","""1624688157356478294"""
118/trans_TransposeD_114_tvmbin,kernel AI core task,4,5055,"""7.59""","""1624688157356478394""","""1624688157356485984"""
118/trans_TransData_115_tvmbin,kernel AI core task,4,5056,"""5.05""","""1624688157356486134""","""1624688157356491184"""
118/DepthwiseConv2D_tvmbin,kernel AI core task,4,5057,"""1615.5""","""1624688157356491334""","""1624688157358106834"""
119/Conv2D_tvmbin,kernel AI core task,4,5058,"""33.81""","""1624688157358106984""","""1624688157358140794"""
N/A,event record task,4,5060,"""0.0""","""1624688157358176444""","""1624688157358176444"""
59/PtAdd_tvmbin,kernel AI core task,4,5061,"""1.35""","""1624688157358176614""","""1624688157358177964"""
115/atomic_addr_clean-1_115_0_tvmbin,kernel AI core task,4,5062,"""1.36""","""1624688157358178124""","""1624688157358179484"""
115/BNTrainingReduce_tvmbin,kernel AI core task,4,5063,"""43.6""","""1624688157358179594""","""1624688157358223194"""
116/BNTrainingUpdate_tvmbin,kernel AI core task,4,5064,"""56.24""","""1624688157358223304""","""1624688157358279544"""
117/Relu_tvmbin,kernel AI core task,4,5065,"""29.38""","""1624688157358279654""","""1624688157358309034"""
N/A,memory copy task,4,5066,"""1.01""","""1624688157358309184""","""1624688157358310194"""
118/trans_TransposeD_114_tvmbin,kernel AI core task,4,5067,"""7.71""","""1624688157358310294""","""1624688157358318004"""
118/trans_TransData_115_tvmbin,kernel AI core task,4,5068,"""5.08""","""1624688157358318124""","""1624688157358323204"""
118/DepthwiseConv2D_tvmbin,kernel AI core task,4,5069,"""1605.43""","""1624688157358323314""","""1624688157359928744"""
119/Conv2D_tvmbin,kernel AI core task,4,5070,"""33.84""","""1624688157359928904""","""1624688157359962744"""
N/A,event record task,4,5072,"""0.01""","""1624688157359995724""","""1624688157359995734"""
59/PtAdd_tvmbin,kernel AI core task,4,5073,"""1.3""","""1624688157359995894""","""1624688157359997194"""
115/atomic_addr_clean-1_115_0_tvmbin,kernel AI core task,4,5074,"""1.29""","""1624688157359997304""","""1624688157359998594"""
115/BNTrainingReduce_tvmbin,kernel AI core task,4,5075,"""43.65""","""1624688157359998704""","""1624688157360042354"""
116/BNTrainingUpdate_tvmbin,kernel AI core task,4,5076,"""53.45""","""1624688157360042474""","""1624688157360095924"""
117/Relu_tvmbin,kernel AI core task,4,5077,"""60.49""","""1624688157360096034""","""1624688157360156524"""
N/A,memory copy task,4,5078,"""0.92""","""1624688157360156684""","""1624688157360157604"""
122/trans_TransposeD_119_tvmbin,kernel AI core task,4,5079,"""3.92""","""1624688157360157704""","""1624688157360161624"""
122/trans_TransData_120_tvmbin,kernel AI core task,4,5080,"""4.46""","""1624688157360161774""","""1624688157360166234"""
122/DepthwiseConv2D_tvmbin,kernel AI core task,4,5081,"""1387.02""","""1624688157360166424""","""1624688157361553444"""
119/Conv2D_tvmbin,kernel AI core task,4,5082,"""33.84""","""1624688157361553594""","""1624688157361587434"""
N/A,event record task,4,5084,"""0.01""","""1624688157361621504""","""1624688157361621514"""
59/PtAdd_tvmbin,kernel AI core task,4,5085,"""1.63""","""1624688157361621694""","""1624688157361623324"""
115/atomic_addr_clean-1_115_0_tvmbin,kernel AI core task,4,5086,"""1.37""","""1624688157361623474""","""1624688157361624844"""
115/BNTrainingReduce_tvmbin,kernel AI core task,4,5087,"""43.92""","""1624688157361625044""","""1624688157361668964"""
116/BNTrainingUpdate_tvmbin,kernel AI core task,4,5088,"""56.38""","""1624688157361669074""","""1624688157361725454"""
117/Relu_tvmbin,kernel AI core task,4,5089,"""29.69""","""1624688157361725604""","""1624688157361755294"""
N/A,memory copy task,4,5090,"""0.93""","""1624688157361755444""","""1624688157361756374"""
122/trans_TransposeD_119_tvmbin,kernel AI core task,4,5091,"""4.6""","""1624688157361756474""","""1624688157361761074"""
122/trans_TransData_120_tvmbin,kernel AI core task,4,5092,"""4.26""","""1624688157361761184""","""1624688157361765444"""
122/DepthwiseConv2D_tvmbin,kernel AI core task,4,5093,"""1375.81""","""1624688157361765564""","""1624688157363141374"""
119/Conv2D_tvmbin,kernel AI core task,4,5094,"""33.32""","""1624688157363141524""","""1624688157363174844"""
N/A,event record task,4,5096,"""0.01""","""1624688157363210794""","""1624688157363210804"""
59/PtAdd_tvmbin,kernel AI core task,4,5097,"""1.29""","""1624688157363210964""","""1624688157363212254"""
115/atomic_addr_clean-1_115_0_tvmbin,kernel AI core task,4,5098,"""1.29""","""1624688157363212364""","""1624688157363213654"""
115/BNTrainingReduce_tvmbin,kernel AI core task,4,5099,"""43.68""","""1624688157363213764""","""1624688157363257444"""
116/BNTrainingUpdate_tvmbin,kernel AI core task,4,5100,"""52.61""","""1624688157363257554""","""1624688157363310164"""
123/Add_tvmbin,kernel AI core task,4,5101,"""51.94""","""1624688157363310264""","""1624688157363362204"""
125/AvgPool_tvmbin,kernel AI core task,4,5102,"""97.33""","""1624688157363362364""","""1624688157363459694"""
123/Add_tvmbin,kernel AI core task,4,5103,"""59.82""","""1624688157363459814""","""1624688157363519634"""
125/AvgPool_tvmbin,kernel AI core task,4,5104,"""91.3""","""1624688157363519744""","""1624688157363611044"""
125/AvgPool_tvmbin,kernel AI core task,4,5105,"""94.15""","""1624688157363611154""","""1624688157363705304"""
123/Add_tvmbin,kernel AI core task,4,5106,"""48.03""","""1624688157363705454""","""1624688157363753484"""
117/Relu_tvmbin,kernel AI core task,4,5107,"""58.55""","""1624688157363753634""","""1624688157363812184"""
N/A,memory copy task,4,5108,"""0.94""","""1624688157363812334""","""1624688157363813274"""
122/trans_TransposeD_119_tvmbin,kernel AI core task,4,5109,"""4.59""","""1624688157363813384""","""1624688157363817974"""
122/trans_TransData_120_tvmbin,kernel AI core task,4,5110,"""4.48""","""1624688157363818094""","""1624688157363822574"""
122/DepthwiseConv2D_tvmbin,kernel AI core task,4,5111,"""1384.73""","""1624688157363822694""","""1624688157365207424"""
119/Conv2D_tvmbin,kernel AI core task,4,5112,"""34.27""","""1624688157365207584""","""1624688157365241854"""
N/A,event record task,4,5114,"""0.01""","""1624688157365276874""","""1624688157365276884"""
59/PtAdd_tvmbin,kernel AI core task,4,5115,"""1.5""","""1624688157365277024""","""1624688157365278524"""
115/atomic_addr_clean-1_115_0_tvmbin,kernel AI core task,4,5116,"""1.37""","""1624688157365278634""","""1624688157365280004"""
115/BNTrainingReduce_tvmbin,kernel AI core task,4,5117,"""44.0""","""1624688157365280124""","""1624688157365324124"""
116/BNTrainingUpdate_tvmbin,kernel AI core task,4,5118,"""57.44""","""1624688157365324244""","""1624688157365381684"""
117/Relu_tvmbin,kernel AI core task,4,5119,"""29.88""","""1624688157365381834""","""1624688157365411714"""
N/A,memory copy task,4,5120,"""0.94""","""1624688157365411864""","""1624688157365412804"""
122/trans_TransposeD_119_tvmbin,kernel AI core task,4,5121,"""4.21""","""1624688157365412914""","""1624688157365417124"""
122/trans_TransData_120_tvmbin,kernel AI core task,4,5122,"""4.23""","""1624688157365417234""","""1624688157365421464"""
122/DepthwiseConv2D_tvmbin,kernel AI core task,4,5123,"""1387.67""","""1624688157365421574""","""1624688157366809244"""
119/Conv2D_tvmbin,kernel AI core task,4,5124,"""33.1""","""1624688157366809394""","""1624688157366842494"""
N/A,event record task,4,5126,"""0.01""","""1624688157366875354""","""1624688157366875364"""
59/PtAdd_tvmbin,kernel AI core task,4,5127,"""1.26""","""1624688157366875464""","""1624688157366876724"""
115/atomic_addr_clean-1_115_0_tvmbin,kernel AI core task,4,5128,"""1.23""","""1624688157366876914""","""1624688157366878144"""
115/BNTrainingReduce_tvmbin,kernel AI core task,4,5129,"""43.6""","""1624688157366878254""","""1624688157366921854"""
116/BNTrainingUpdate_tvmbin,kernel AI core task,4,5130,"""53.47""","""1624688157366921964""","""1624688157366975434"""
123/Add_tvmbin,kernel AI core task,4,5131,"""66.59""","""1624688157366975544""","""1624688157367042134"""
132/trans_TransData_134_tvmbin,kernel AI core task,4,5132,"""54.89""","""1624688157367042284""","""1624688157367097174"""
132/trans_TransData_135_tvmbin,kernel AI core task,4,5133,"""58.88""","""1624688157367097284""","""1624688157367156164"""
132/trans_TransData_136_tvmbin,kernel AI core task,4,5134,"""58.72""","""1624688157367156274""","""1624688157367214994"""
132/trans_TransData_137_tvmbin,kernel AI core task,4,5135,"""58.44""","""1624688157367215104""","""1624688157367273544"""
132/trans_TransData_138_tvmbin,kernel AI core task,4,5136,"""59.76""","""1624688157367273664""","""1624688157367333424"""
132/trans_TransData_139_tvmbin,kernel AI core task,4,5137,"""60.1""","""1624688157367333574""","""1624688157367393674"""
132/ConcatD_tvmbin,kernel AI core task,4,5138,"""317.1""","""1624688157367393834""","""1624688157367710934"""
130/Relu_tvmbin,kernel AI core task,4,5139,"""320.44""","""1624688157367711094""","""1624688157368031534"""
133/trans_TransData_140_tvmbin,kernel AI core task,4,5140,"""323.23""","""1624688159346040544""","""1624688159346363774"""
133/Conv2D_tvmbin,kernel AI core task,4,5141,"""197.15""","""1624688159346363884""","""1624688159346561034"""
N/A,event record task,4,5143,"""0.01""","""1624688159346604444""","""1624688159346604454"""
59/PtAdd_tvmbin,kernel AI core task,4,5144,"""1.54""","""1624688159346604624""","""1624688159346606164"""
134/atomic_addr_clean-1_134_0_tvmbin,kernel AI core task,4,5145,"""1.51""","""1624688159562864034""","""1624688159562865544"""
134/BNTrainingReduce_tvmbin,kernel AI core task,4,5146,"""79.89""","""1624688159562925844""","""1624688159563005734"""
135/BNTrainingUpdate_tvmbin,kernel AI core task,4,5147,"""113.86""","""1624688160326803404""","""1624688160326917264"""
130/Relu_tvmbin,kernel AI core task,4,5148,"""310.46""","""1624688160326953104""","""1624688160327263564"""
133/trans_TransData_140_tvmbin,kernel AI core task,4,5149,"""316.03""","""1624688160327263754""","""1624688160327579784"""
133/Conv2D_tvmbin,kernel AI core task,4,5150,"""203.71""","""1624688160327579984""","""1624688160327783694"""
N/A,event record task,4,5152,"""0.01""","""1624688160327827074""","""1624688160327827084"""
59/PtAdd_tvmbin,kernel AI core task,4,5153,"""1.56""","""1624688160327827224""","""1624688160327828784"""
134/atomic_addr_clean-1_134_0_tvmbin,kernel AI core task,4,5154,"""1.49""","""1624688160327935624""","""1624688160327937114"""
134/BNTrainingReduce_tvmbin,kernel AI core task,4,5155,"""79.68""","""1624688160327937224""","""1624688160328016904"""
135/BNTrainingUpdate_tvmbin,kernel AI core task,4,5156,"""115.78""","""1624688160328017014""","""1624688160328132794"""
136/Relu_tvmbin,kernel AI core task,4,5157,"""63.77""","""1624688160566494134""","""1624688160566557904"""
N/A,memory copy task,4,5158,"""1.07""","""1624688160566592324""","""1624688160566593394"""
137/trans_TransposeD_147_tvmbin,kernel AI core task,4,5159,"""9.52""","""1624688161528865994""","""1624688161528875514"""
137/trans_TransData_148_tvmbin,kernel AI core task,4,5160,"""5.52""","""1624688161529124694""","""1624688161529130214"""
137/DepthwiseConv2D_tvmbin,kernel AI core task,4,5161,"""195.72""","""1624688161529130374""","""1624688161529326094"""
138/Conv2D_tvmbin,kernel AI core task,4,5162,"""22.64""","""1624688163460700524""","""1624688163460723164"""
N/A,event record task,4,5164,"""0.01""","""1624688163460924364""","""1624688163460924374"""
59/PtAdd_tvmbin,kernel AI core task,4,5165,"""1.47""","""1624688163460997244""","""1624688163460998714"""
139/atomic_addr_clean-1_139_0_tvmbin,kernel AI core task,4,5166,"""1.45""","""1624688163701055394""","""1624688163701056844"""
139/BNTrainingReduce_tvmbin,kernel AI core task,4,5167,"""23.97""","""1624688163701101774""","""1624688163701125744"""
140/BNTrainingUpdate_tvmbin,kernel AI core task,4,5168,"""28.93""","""1624688164430135124""","""1624688164430164054"""
141/Relu_tvmbin,kernel AI core task,4,5169,"""18.5""","""1624688164654553344""","""1624688164654571844"""
N/A,memory copy task,4,5170,"""1.05""","""1624688164654663964""","""1624688164654665014"""
142/trans_TransposeD_155_tvmbin,kernel AI core task,4,5171,"""10.24""","""1624688165500017614""","""1624688165500027854"""
142/trans_TransData_156_tvmbin,kernel AI core task,4,5172,"""5.78""","""1624688165500076444""","""1624688165500082224"""
142/DepthwiseConv2D_tvmbin,kernel AI core task,4,5173,"""191.12""","""1624688165500133364""","""1624688165500324484"""
138/Conv2D_tvmbin,kernel AI core task,4,5174,"""20.57""","""1624688165500324674""","""1624688165500345244"""
N/A,event record task,4,5176,"""0.01""","""1624688165500732854""","""1624688165500732864"""
59/PtAdd_tvmbin,kernel AI core task,4,5177,"""1.6""","""1624688165500732964""","""1624688165500734564"""
139/atomic_addr_clean-1_139_0_tvmbin,kernel AI core task,4,5178,"""1.49""","""1624688165501040304""","""1624688165501041794"""
139/BNTrainingReduce_tvmbin,kernel AI core task,4,5179,"""23.62""","""1624688165501066444""","""1624688165501090064"""
140/BNTrainingUpdate_tvmbin,kernel AI core task,4,5180,"""28.69""","""1624688165501211234""","""1624688165501239924"""
136/Relu_tvmbin,kernel AI core task,4,5181,"""125.26""","""1624688165501345294""","""1624688165501470554"""
N/A,memory copy task,4,5182,"""1.16""","""1624688165501470664""","""1624688165501471824"""
143/trans_TransposeD_157_tvmbin,kernel AI core task,4,5183,"""17.9""","""1624688166400222124""","""1624688166400240024"""
143/trans_TransData_158_tvmbin,kernel AI core task,4,5184,"""8.37""","""1624688166400281644""","""1624688166400290014"""
143/DepthwiseConv2D_tvmbin,kernel AI core task,4,5185,"""307.28""","""1624688166400326294""","""1624688166400633574"""
138/Conv2D_tvmbin,kernel AI core task,4,5186,"""19.25""","""1624688166400633764""","""1624688166400653014"""
N/A,event record task,4,5188,"""0.0""","""1624688166400704674""","""1624688166400704674"""
59/PtAdd_tvmbin,kernel AI core task,4,5189,"""1.52""","""1624688166400755884""","""1624688166400757404"""
139/atomic_addr_clean-1_139_0_tvmbin,kernel AI core task,4,5190,"""1.34""","""1624688166401290104""","""1624688166401291444"""
139/BNTrainingReduce_tvmbin,kernel AI core task,4,5191,"""23.52""","""1624688166401291604""","""1624688166401315124"""
140/BNTrainingUpdate_tvmbin,kernel AI core task,4,5192,"""28.81""","""1624688166401315234""","""1624688166401344044"""
141/Relu_tvmbin,kernel AI core task,4,5193,"""17.58""","""1624688166401415654""","""1624688166401433234"""
N/A,memory copy task,4,5194,"""1.16""","""1624688166401463184""","""1624688166401464344"""
144/trans_TransposeD_159_tvmbin,kernel AI core task,4,5195,"""16.93""","""1624688167144369464""","""1624688167144386394"""
144/trans_TransData_160_tvmbin,kernel AI core task,4,5196,"""8.51""","""1624688167144418984""","""1624688167144427494"""
144/DepthwiseConv2D_tvmbin,kernel AI core task,4,5197,"""254.68""","""1624688167144484054""","""1624688167144738734"""
138/Conv2D_tvmbin,kernel AI core task,4,5198,"""20.6""","""1624688167144738894""","""1624688167144759494"""
